OBJECTID,ID,ORIGGPLU,Shape_Leng,Shape_Area,FID_,OBJECTID_1,JURIS,COUNTY,LPSCODE,PLANDATE,ORIGGPLU_1,GENGPLU,max_far,max_height,max_dua,max_du_per,HS,HT,HM,OF_,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,ABAGGPLU,Acres,Shape_Le_1,Shape_Ar_1
332,60332,202 - Middle School,1905.446257,98941.98717,43815,43711,Brentwood,Contra Costa,202,Jun-93,202 - Middle School,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,14.58911724,1106.25,59040.06
333,60333,202 - Neighborhood Commercial,13062.6964,741244.6247,43817,43713,Brentwood,Contra Costa,202,Jun-93,202 - Neighborhood Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.000398926,9.158310022,1.614277299
334,60334,202 - Neighborhood Park,8131.041809,291079.1239,43830,43726,Brentwood,Contra Costa,202,Jun-93,202 - Neighborhood Park,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2.096405201,414.6861868,8483.86
335,60335,202 - Open Space,3160.459718,175674.2931,43704,43600,Brentwood,Contra Costa,202,Jun-93,202 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,43.41005561,3160.46,175674.29
336,60336,202 - Professional Office,5675.481341,552073.7783,43841,43737,Brentwood,Contra Costa,202,Jun-93,202 - Professional Office,Commercial,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,,33.11730789,1485.5,134020.99
337,60337,202 - Public Facilities,4253.692535,367793.8044,43844,43740,Brentwood,Contra Costa,202,Jun-93,202 - Public Facilities,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5.458229809,701.8254072,22088.67
338,60338,202 - Ranchette Estate Residential,6159.991483,387845.6481,43848,43744,Brentwood,Contra Costa,202,Jun-93,202 - Ranchette Estate Residential,Residential,0,35,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.058781818,252.4898278,237.8846131
339,60339,202 - Special Planning Areas,41589.42491,6411133.277,43853,43749,Brentwood,Contra Costa,202,Jun-93,202 - Special Planning Areas,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.314239725,256.6116604,1271.68
340,60340,202 - Thoroughfare Commercial,5537.548434,341778.89,43872,43768,Brentwood,Contra Costa,202,Jun-93,202 - Thoroughfare Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,24.33972268,1487.88,98499.35
341,60341,202 - Urban Reserve,3652.492032,205223.5949,43876,43772,Brentwood,Contra Costa,202,Jun-93,202 - Urban Reserve,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,21.05426619,1665.79,85203.61
342,60342,202 - Very Low Density Residential,26409.44085,4805172.851,43879,43775,Brentwood,Contra Costa,202,Jun-93,202 - Very Low Density Residential,Residential,0,30,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,890.4142195,11414.08,3603378.51
343,60343,203 - Convenience Commercial,284.0770715,4107.946681,49324,49245,Clayton,Contra Costa,203,Pre2002,203 - Convenience Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.015095639,284.0770715,4107.95
344,60344,203 - Cultural Center,1405.471624,43055.64809,49525,49446,Clayton,Contra Costa,203,Pre2002,203 - Cultural Center,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,5.702728713,806.2394675,23078.13
345,60345,203 - High Density Residential,15932.29413,340102.4533,49527,49448,Clayton,Contra Costa,203,Pre2002,203 - High Density Residential,Residential,0,35,7.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,3.849140606,799.251744,15576.91
346,60346,203 - Institutional Density Residential,2111.920677,55974.99449,49545,49466,Clayton,Contra Costa,203,Pre2002,203 - Institutional Density Residential,Residential,0,35,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,6.805534692,732.1789996,27541.02
347,60347,203 - Kirker Corridor,1142.691491,56491.25174,49325,49246,Clayton,Contra Costa,203,Pre2002,203 - Kirker Corridor,Other/Unknown,0,35,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,13.95925584,1142.69,56491.25
348,60348,203 - Low Density Residential,104916.7014,2900164.8,49549,49470,Clayton,Contra Costa,203,Pre2002,203 - Low Density Residential,Residential,0,35,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.154099601,115.4283151,623.6170493
349,60349,203 - Medium Density Residential,42112.80982,1067725.934,49667,49588,Clayton,Contra Costa,203,Pre2002,203 - Medium Density Residential,Residential,0,35,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,13.34898895,1140.47,54021.44
350,60350,203 - Multi-Family Low Density Residential,4589.326652,108372.6702,49703,49624,Clayton,Contra Costa,203,Pre2002,203 - Multi-Family Low Density Residential,Residential,0.5,35,7.6,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.314798915,161.2725131,1273.95
351,60351,203 - Multi-Family Medium Density Residential,2319.92638,69576.29546,49711,49632,Clayton,Contra Costa,203,Pre2002,203 - Multi-Family Medium Density Residential,Residential,0.5,35,10.1,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,6.386112429,776.4715319,25843.67
352,60352,203 - Open Space,39397.29871,3058869.948,49713,49634,Clayton,Contra Costa,203,Pre2002,203 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2.476875325,481.3917016,10023.56
353,60353,203 - Public/Private Park,4153.821965,99740.53388,49731,49652,Clayton,Contra Costa,203,Pre2002,203 - Public/Private Park,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4.508111059,804.8503126,18243.67
354,60354,203 - Public/Quasi Public,274.6450929,4994.573118,49326,49247,Clayton,Contra Costa,203,Pre2002,203 - Public/Quasi Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,1.234184918,274.6450929,4994.57
355,60355,203 - Rural Estate,15254.6108,618340.9101,49736,49657,Clayton,Contra Costa,203,Pre2002,203 - Rural Estate,Residential,0,35,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,2.207207718,533.9352804,8932.25
356,60356,203 - Schools,3513.848631,185881.7178,49745,49666,Clayton,Contra Costa,203,Pre2002,203 - Schools,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,24.3624288,1540.81,98591.27
357,60357,203 - Town Center,2699.530501,51207.85017,49749,49670,Clayton,Contra Costa,203,Pre2002,203 - Town Center,Other/Unknown,0,40,0,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,0.645216749,205.1215946,2611.1
358,60358,204 - (CAMU) Central Area Multiple Use,11509.76944,284974.151,63287,63254,Concord,Contra Costa,204,Pre2002,204 - (CAMU) Central Area Multiple Use,Mixed Use: Other,0,0,100,0,0,1,1,1,0,1,0,0,,1,1,0,1,1,,0.01610954,109.4191792,65.19327487
359,60359,204 - (CO) Community Office,6826.583931,98171.54125,63318,63285,Concord,Contra Costa,204,Pre2002,204 - (CO) Community Office,Commercial,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,,0.638921049,209.8565621,2585.62
360,60360,204 - (CONC) Community Office/Neighborhood Commercial,15.03199449,8.669967152,63284,63251,Concord,Contra Costa,204,Pre2002,204 - (CONC) Community Office/Neighborhood Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.002142395,15.03199449,8.669967152
361,60361,204 - (HDR) High Density Residential,20802.70834,708635.5755,63343,63310,Concord,Contra Costa,204,Pre2002,204 - (HDR) High Density Residential,Residential,0,0,100,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,4.556011189,573.2709548,18437.53
362,60362,204 - (HDRCO) High Density Residential & Regional Commercial & Office,530.5611236,12278.13069,63285,63252,Concord,Contra Costa,204,Pre2002,204 - (HDRCO) High Density Residential & Regional Commercial & Office,Mixed Use: Residential & Commercial,0,0,100,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,3.033991798,530.5611236,12278.13
363,60363,204 - (IBO) Industrial Business Park,52616.99352,2309493.344,63374,63341,Concord,Contra Costa,204,Pre2002,204 - (IBO) Industrial Business Park,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,4.307269758,663.254854,17430.91
364,60364,204 - (LDR) Low Density Residential,807057.4558,21841785.74,63418,63385,Concord,Contra Costa,204,Pre2002,204 - (LDR) Low Density Residential,Residential,0,0,10,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.005804435,60.03175019,23.48930757
365,60365,204 - (LDRCO) Low Density Residential & Community Office,4747.315786,100825.6557,59337,64190,Concord,Contra Costa,204,Pre2002,204 - (LDRCO) Low Density Residential & Community Office,Mixed Use: Residential & Commercial,0,0,10,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,1.745172496,361.3737871,7062.46
366,60366,204 - (MDR) Medium Density Residential,87660.23823,3334909.748,59347,64200,Concord,Contra Costa,204,Pre2002,204 - (MDR) Medium Density Residential,Residential,0,0,32,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.001836998,13.23898689,7.434233321
367,60367,204 - (MDRNCC) Medium Density Residential & Neighborhood Community Commercial,1130.039623,4225.011966,64325,64306,Concord,Contra Costa,204,Pre2002,204 - (MDRNCC) Medium Density Residential & Neighborhood Community Commercial,Mixed Use: Residential & Commercial,0,0,32,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,0.211739653,217.2428877,856.8826113
368,60368,204 - (NCC) Neighborhood/Community Commercial,37144.86764,1262482.467,64329,64310,Concord,Contra Costa,204,Pre2002,204 - (NCC) Neighborhood/Community Commercial,Commercial,0.35,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,10.7903932,871.9133078,43667.18
369,60369,204 - (NCCRO) Neighborhood/Community Commercial & Regional Office,591.2285213,19690.76363,63286,63253,Concord,Contra Costa,204,Pre2002,204 - (NCCRO) Neighborhood/Community Commercial & Regional Office,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,4.865693594,591.2285213,19690.76
370,60370,204 - (NWS) Naval Weapons Station,61778.21122,20216802.37,64393,64374,Concord,Contra Costa,204,Pre2002,204 - (NWS) Naval Weapons Station,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,884.693398,8214.54,3580227.21
371,60371,204 - (OS) Open Space,110467.1886,6187087.293,64404,64385,Concord,Contra Costa,204,Pre2002,204 - (OS) Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.169577024,135.5807399,686.2531871
372,60372,204 - (P) Parks,28369.85289,2033323.139,64449,64430,Concord,Contra Costa,204,Pre2002,204 - (P) Parks,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3.430630469,613.8392017,13883.27
373,60373,204 - (PQP) Public/Quasi Public,55985.78376,4076302.31,64470,64451,Concord,Contra Costa,204,Pre2002,204 - (PQP) Public/Quasi Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,8.110462685,718.6009026,32821.87
374,60374,204 - (RC) Regional Commercial,27649.72527,1194125.404,64518,64499,Concord,Contra Costa,204,Pre2002,204 - (RC) Regional Commercial,Commercial,0.5,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.419685842,163.8233955,1698.41
375,60375,204 - (RCC) Rural Residential - Conservation,45245.86592,1878223.429,64561,64542,Concord,Contra Costa,204,Pre2002,204 - (RCC) Rural Residential - Conservation,Residential,0,0,2.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,2.654583895,861.218778,10742.73
376,60376,204 - (RO) Regional Office,25846.49041,794147.0115,64590,64571,Concord,Contra Costa,204,Pre2002,204 - (RO) Regional Office,Commercial,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,,0.504563187,217.2709424,2041.89
377,60377,204 - (WRC) Wetlands/Resource Conservation,79.8486993,105.068105,64648,64629,Concord,Contra Costa,204,Pre2002,204 - (WRC) Wetlands/Resource Conservation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.021127003,50.00037767,85.49838268
378,60378,205 - Commercial,21473.31685,747945.8903,46107,46108,El Cerrito,Contra Costa,205,Mar-99,205 - Commercial,Commercial,3,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,3.758605613,593.6314742,15210.54
379,60379,205 - High Density,16118.98411,659606.2539,46127,46128,El Cerrito,Contra Costa,205,Mar-99,205 - High Density,Residential,0,0,35,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,9.759223819,905.9792336,39494.18
380,60380,205 - Institutional,9937.427792,364163.8533,46139,46140,El Cerrito,Contra Costa,205,Mar-99,205 - Institutional,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,3.094585994,454.8232539,12523.35
381,60381,205 - Low Density,44224.48213,4585846.569,46152,46153,El Cerrito,Contra Costa,205,Mar-99,205 - Low Density,Residential,0,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.607608695,247.7553919,2458.91
382,60382,205 - Medium Density,7014.609451,151816.6032,46162,46163,El Cerrito,Contra Costa,205,Mar-99,205 - Medium Density,Residential,0,0,8,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,2.094970928,526.8202939,8478.05
383,60383,205 - Neighborhood Commercial,1401.874896,25368.24007,46170,46171,El Cerrito,Contra Costa,205,Mar-99,205 - Neighborhood Commercial,Commercial,1,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,2.976384563,602.8205387,12045
384,60384,"205 - Parks, Open Space, Greenways",34092.47728,1535496.355,46174,46175,El Cerrito,Contra Costa,205,Mar-99,"205 - Parks, Open Space, Greenways",Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.185025378,168.2680438,748.7703302
385,60385,205 - Very Low Density,13338.34192,1199995.611,46198,46199,El Cerrito,Contra Costa,205,Mar-99,205 - Very Low Density,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,15.38423967,1286.69,62257.8
386,60386,206 - Commercial - Public,857.9196179,30249.7472,43713,43609,Hercules,Contra Costa,206,Sep-98,206 - Commercial - Public,Commercial,1,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,7.474874487,857.9196179,30249.75
387,60387,206 - Community Commercial,4053.496691,166100.0837,46201,46202,Hercules,Contra Costa,206,Sep-98,206 - Community Commercial,Commercial,1,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,7.433999826,728.8963068,30084.33
388,60388,206 - Franklin Canyon Area,7741.540339,2576123.534,43714,43610,Hercules,Contra Costa,206,Sep-98,206 - Franklin Canyon Area,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,636.5739888,7741.540339,2576123.53
389,60389,206 - General Commercial,9487.692814,410659.8683,46206,46207,Hercules,Contra Costa,206,Sep-98,206 - General Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,4.157409671,1042.06,16824.43
390,60390,206 - Historic Town Center,1347.180117,54971.90901,43715,43611,Hercules,Contra Costa,206,Sep-98,206 - Historic Town Center,Commercial,0.4,0,17,0,1,1,1,1,1,1,0,0,,1,1,0,1,1,,13.58385364,1347.18,54971.91
391,60391,206 - Industrial,5285.014798,692204.2617,46215,46216,Hercules,Contra Costa,206,Sep-98,206 - Industrial,Industrial,0.5,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,44.65599521,1720.67,180716.37
392,60392,206 - Industrial Residential,290.6197194,5257.455213,43716,43612,Hercules,Contra Costa,206,Sep-98,206 - Industrial Residential,Mixed Use: Residential & Industrial,0.5,40,25,0,0,1,1,0,0,0,1,1,,0,0,0,0,0,,1.299144965,290.6197194,5257.46
393,60393,206 - Multi-Family Low Density Residential,12604.45255,912972.4536,46217,46218,Hercules,Contra Costa,206,Sep-98,206 - Multi-Family Low Density Residential,Residential,0,45,12,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,58.67823076,3287.5,237462.41
394,60394,206 - Multi-Family Medium Density Residential,4381.600587,407353.227,46225,46226,Hercules,Contra Costa,206,Sep-98,206 - Multi-Family Medium Density Residential,Residential,0,60,30,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,91.74469774,3063.67,371277.6
395,60395,206 - Planned Commercial Industrial,2053.244225,242336.1749,43717,43613,Hercules,Contra Costa,206,Sep-98,206 - Planned Commercial Industrial,Mixed Use: Commercial & Industrial,0.5,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,59.88256594,2053.24,242336.17
396,60396,206 - Planned Commercial Residential,5240.720828,449501.4351,46228,46229,Hercules,Contra Costa,206,Sep-98,206 - Planned Commercial Residential,Mixed Use: Residential & Commercial,0.4,0,30,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,28.46796504,1613.48,115205.77
397,60397,206 - Planned Office - Research & Development,5555.145508,832493.3403,46231,46232,Hercules,Contra Costa,206,Sep-98,206 - Planned Office - Research & Development,Commercial,1,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,31.51412404,1941.79,127533.12
398,60398,206 - Public - City,2537.668384,122451.983,46233,46234,Hercules,Contra Costa,206,Sep-98,206 - Public - City,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,2.108890956,368.8863841,8534.38
399,60399,206 - Public - Open Space,57231.02336,3827885.32,46237,46238,Hercules,Contra Costa,206,Sep-98,206 - Public - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.599397459,385.5731116,6472.53
400,60400,206 - Public - Park,13156.9698,458398.3041,46265,46266,Hercules,Contra Costa,206,Sep-98,206 - Public - Park,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10.39644087,991.8354136,42072.91
401,60401,206 - Public - School,5943.30151,396188.1524,46277,46278,Hercules,Contra Costa,206,Sep-98,206 - Public - School,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,5.37978028,590.8012549,21771.2
402,60402,206 - Single Family Estate,4904.301008,193833.445,46281,46282,Hercules,Contra Costa,206,Sep-98,206 - Single Family Estate,Residential,0,35,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.772061528,248.9959709,3124.42
403,60403,206 - Single Family Low Density Residential,41260.20881,3897874.046,46288,46289,Hercules,Contra Costa,206,Sep-98,206 - Single Family Low Density Residential,Residential,0,35,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.526924059,373.2634003,6179.24
404,60404,206 - Waterfront Commercial,2385.258578,90299.5545,43718,43614,Hercules,Contra Costa,206,Sep-98,206 - Waterfront Commercial,Commercial,0.3,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,22.3135065,2385.26,90299.55
405,60405,207 - Administrative/Professional Office/Multifamily Residential,4860.287513,180804.7191,46297,46298,Lafayette,Contra Costa,207,Nov-98,207 - Administrative/Professional Office/Multifamily Residential,Mixed Use: Residential & Commercial,0.4,35,35,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,2.53764838,412.4784746,10269.5
406,60406,207 - Community Facilities/Civic Uses,17209.44122,1302482.625,46304,46305,Lafayette,Contra Costa,207,Nov-98,207 - Community Facilities/Civic Uses,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,25.58643874,1358.14,103544.64
407,60407,207 - Downtown Core,2876.854558,309214.4409,43719,43615,Lafayette,Contra Costa,207,Nov-98,207 - Downtown Core,Commercial,0,35,35,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,76.40854481,2876.85,309214.44
408,60408,207 - East End Commercial,4312.485826,337084.2644,46320,46321,Lafayette,Contra Costa,207,Nov-98,207 - East End Commercial,Commercial,0,35,35,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,1.676984713,331.3090706,6786.51
409,60409,207 - High Density Multifamily Residential,4942.361439,235965.7965,46323,46324,Lafayette,Contra Costa,207,Nov-98,207 - High Density Multifamily Residential,Residential,0,0,35,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,1.450972325,464.090966,5871.87
410,60410,207 - Low Density Multifamily Residential,5430.582198,214079.5618,46326,46327,Lafayette,Contra Costa,207,Nov-98,207 - Low Density Multifamily Residential,Residential,0,0,17,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0.817419723,230.4897617,3307.98
411,60411,207 - Low Density Single Family Residential,85144.22789,14981597.51,46332,46333,Lafayette,Contra Costa,207,Nov-98,207 - Low Density Single Family Residential,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.702825323,208.4797873,2844.23
412,60412,207 - Medium Density Single Family Residential,69701.53125,8692320.959,46347,46348,Lafayette,Contra Costa,207,Nov-98,207 - Medium Density Single Family Residential,Residential,0,0,6,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.075042766,79.83149669,303.6868123
413,60413,207 - Open Space,37581.20512,4814312.324,46364,46365,Lafayette,Contra Costa,207,Nov-98,207 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.039241971,70.36964674,158.8069904
414,60414,207 - Parkland,5284.473213,335807.4253,46377,46378,Lafayette,Contra Costa,207,Nov-98,207 - Parkland,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,70.37510299,4102.38,284797.95
415,60415,207 - Public Utilities,2840.233187,97000.23864,46380,46381,Lafayette,Contra Costa,207,Nov-98,207 - Public Utilities,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,10.60091172,973.6998369,42900.36
416,60416,207 - Very Low Density Single Family Residential,70634.63805,6291635.615,46384,46385,Lafayette,Contra Costa,207,Nov-98,207 - Very Low Density Single Family Residential,Residential,0,0,0.1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.001671408,27.68912787,6.763809835
417,60417,207 - West End Commercial,1957.669909,157561.9987,43720,43616,Lafayette,Contra Costa,207,Nov-98,207 - West End Commercial,Commercial,0,35,35,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,38.93441253,1957.67,157562
418,60418,208 - High Density Residential,33196.028,720012.1382,49758,49679,Martinez,Contra Costa,208,Pre2002,208 - High Density Residential,Residential,0,0,30,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,2.642928753,543.6181197,10695.55
419,60419,208 - Hillside Residential,182300.7081,5895845.716,49846,49767,Martinez,Contra Costa,208,Pre2002,208 - Hillside Residential,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.003380382,14.70954919,13.67987761
420,60420,208 - Industrial,16559.53031,1845550.439,50029,49950,Martinez,Contra Costa,208,Pre2002,208 - Industrial,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.000713088,9.182226659,2.88586703
421,60421,208 - Medium Density Residential,62813.32503,1409349.761,50037,49958,Martinez,Contra Costa,208,Pre2002,208 - Medium Density Residential,Residential,0,0,12,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,14.64832293,1407.54,59279.66
422,60422,208 - Open Space/ Conservation Use Land,47307.28209,6265290.478,50153,50074,Martinez,Contra Costa,208,Pre2002,208 - Open Space/ Conservation Use Land,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.000238501,7.911941016,0.965085832
423,60423,208 - Parks and Recreation,5389.965733,581878.8372,50185,50106,Martinez,Contra Costa,208,Pre2002,208 - Parks and Recreation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3.00200781,499.5347898,12148.69
424,60424,208 - Parkway Holding Zone,46455.94882,2026960.634,50189,50110,Martinez,Contra Costa,208,Pre2002,208 - Parkway Holding Zone,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.041381702,55.97358235,167.465937
425,60425,208 - Professional and Administrative,5310.727663,126837.0591,50221,50142,Martinez,Contra Costa,208,Pre2002,208 - Professional and Administrative,Commercial,30,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.873241585,505.1440449,7580.74
